Time,Channel A,Channel B
(s),(mV),(V)

-5.34440184,7.30918300,-4.07513700
-5.34106784,-1.87688800,-4.07513700
-5.33773384,-6.46992300,-4.07513700
-5.33439984,-11.06296000,-4.12091400
-5.33106584,-11.06296000,-4.07513700
-5.32773184,-11.06296000,-4.12091400
-5.32439784,-15.65599000,-4.12091400
-5.32106384,-11.06296000,-4.07513700
-5.31772984,-15.65599000,-4.07513700
-5.31439584,-15.65599000,-4.07513700
-5.31106184,-11.06296000,-4.07513700
-5.30772784,-15.65599000,-4.07513700
-5.30439384,-15.65599000,-4.12091400
-5.30105984,-11.06296000,-4.12091400
-5.29772584,-6.46992300,-4.07513700
-5.29439184,-6.46992300,-4.07513700
-5.29105784,-1.87688800,-4.07513700
-5.28772384,-1.87688800,-4.07513700
-5.28438984,2.71614700,-4.12091400
-5.28105584,7.30918300,-4.07513700
-5.27772184,7.30918300,-4.07513700
-5.27438784,7.30918300,-4.12091400
-5.27105384,7.30918300,-4.07513700
-5.26771984,7.30918300,-4.07513700
-5.26438584,7.30918300,-4.12091400
-5.26105184,7.30918300,-4.07513700
-5.25771784,2.71614700,-4.07513700
-5.25438384,-1.87688800,-4.07513700
-5.25104984,-1.87688800,-4.12091400
-5.24771584,-1.87688800,-4.07513700
-5.24438184,-6.46992300,-4.07513700
-5.24104784,-11.06296000,-4.07513700
-5.23771384,-11.06296000,-4.07513700
-5.23437984,-11.06296000,-4.07513700
-5.23104584,-15.65599000,-4.07513700
-5.22771184,-15.65599000,-4.07513700
-5.22437784,-15.65599000,-4.12091400
-5.22104384,-11.06296000,-4.07513700
-5.21770984,-11.06296000,-4.07513700
-5.21437584,-11.06296000,-4.07513700
-5.21104184,-6.46992300,-4.07513700
-5.20770784,-1.87688800,-4.07513700
-5.20437384,-6.46992300,-4.12091400
-5.20103984,-1.87688800,-4.12091400
-5.19770584,-1.87688800,-4.12091400
-5.19437184,2.71614700,-4.07513700
-5.19103784,2.71614700,-4.07513700
-5.18770384,7.30918300,-4.07513700
-5.18436984,7.30918300,-4.07513700
-5.18103584,7.30918300,-4.07513700
-5.17770184,7.30918300,-4.07513700
-5.17436784,7.30918300,-4.07513700
-5.17103384,7.30918300,-4.12091400
-5.16769984,2.71614700,-4.07513700
-5.16436584,2.71614700,-4.07513700
-5.16103184,-1.87688800,-4.07513700
-5.15769784,-6.46992300,-4.07513700
-5.15436384,-6.46992300,-4.07513700
-5.15102984,-11.06296000,-4.07513700
-5.14769584,-11.06296000,-4.12091400
-5.14436184,-11.06296000,-4.07513700
-5.14102784,-15.65599000,-4.07513700
-5.13769384,-15.65599000,-4.07513700
-5.13435984,-15.65599000,-4.07513700
-5.13102584,-11.06296000,-4.07513700
